"","track_name","artist.s._name","released_year","released_month","in_spotify_playlists","listas_spotify_log","bpm","porcentaje_bailable","porcentaje_energia","porcentaje_acustica","porcentaje_instrumental","porcentaje_voz","porcentaje_envivo","modo","valencia","clave_sol"
"865","ULTRA SOLO REMIX","De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",2022,6,2341,7.75833346749091,110,91,82,8,0,8,6,"Major",59,0
"866","Massive","Drake",2022,6,5263,8.56845648535378,125,51,68,12,2,6,15,"Minor",5,0
"867","Betty (Get Money)","Yung Gravy",2022,6,2402,7.78405700263993,102,73,75,0,0,8,34,"Major",62,0
"868","Ojos Marrones","Lasso",2022,2,795,6.67834211465433,120,81,65,4,0,4,14,"Minor",72,0
"869","POP!","Nayeon",2022,6,571,6.34738920965601,97,80,86,4,0,5,3,"Major",36,0
"870","Layla","Schï¿½ï¿½rze, DJ R",2022,3,832,6.72383244082121,140,44,92,0,0,7,44,"Minor",41,0
"871","MORE","j-hope",2022,7,565,6.33682573114644,97,78,72,1,0,4,11,"Major",31,0
"872","Sweet Child O' Mine","Guns N' Roses",1987,1,41231,10.6269456795907,125,45,90,9,11,5,10,"Major",67,0
"873","Last Last","Burna Boy",2022,5,4526,8.41759382619348,88,80,56,13,0,9,8,"Minor",55,0
"874","SNAP","Rosa Linn",2022,3,1818,7.50549227473742,170,56,64,11,0,7,45,"Major",52,0
"875","Sticky","Drake",2022,6,2814,7.94236223767433,137,88,49,9,0,14,9,"Minor",8,0
"876","Hot Shit (feat. Ye & Lil Durk)","Kanye West, Lil Durk, Cardi B",2022,7,1601,7.37838371299671,157,88,69,0,0,23,8,"Major",52,0
"877","Ai Preto","L7nnon, DJ Biel do Furduncinho, Bianca",2022,6,894,6.79570577517351,130,95,57,54,0,25,10,"Major",83,0
"878","La Loto","Anitta, Tini, Becky G",2022,7,945,6.85118492749374,90,85,83,10,0,11,8,"Major",80,0
"879","die first","Nessa Barrett",2022,6,767,6.64248680136726,183,44,67,7,0,13,12,"Minor",44,0
"880","Afraid To Feel","LF System",2022,5,5898,8.68236858937522,128,58,91,2,0,11,27,"Major",68,0
"881","Baile no Morro","Mc Vitin Da Igrejinha, MC Tairon, DJ Win",2022,6,685,6.52941883826223,130,71,40,46,0,45,7,"Minor",78,0
"882","cï¿½ï¿½mo dormi","Rels B",2022,8,1452,7.28069719538474,126,63,43,24,0,23,12,"Major",56,0
"883","Bad Decisions (with BTS & Snoop Dogg)","Snoop Dogg, BTS, Benny Blanco",2022,8,1456,7.28344822875663,120,77,87,2,0,12,23,"Major",94,0
"884","STAYING ALIVE (feat. Drake & Lil Baby)","Drake, DJ Khaled, Lil Baby",2022,8,2107,7.65302041380419,130,72,46,7,0,8,28,"Minor",18,0
"885","Caile","Luar La L",2020,12,1494,7.30921236569276,122,70,76,30,0,45,9,"Major",46,0
"886","Si Te La Encuentras Por Ahï¿","Feid",2022,8,1379,7.2291138777933,172,74,58,15,0,8,13,"Minor",46,0
"887","GIVENCHY","Duki",2022,7,625,6.4377516497364,103,61,62,14,0,40,23,"Major",38,0
"888","ALIEN SUPERSTAR","Beyoncï¿",2022,7,2688,7.89655270164304,122,55,64,0,0,10,17,"Minor",46,0
"889","Mary On A Cross","Ghost",2019,9,2668,7.88908440703551,130,47,90,0,0,4,10,"Major",56,0
"890","Attention","NewJeans",2022,8,799,6.68336094576627,105,81,65,24,0,4,8,"Minor",70,0
"891","THE SHADE","Rex Orange County",2022,3,1189,7.08086789669078,120,90,51,39,0,6,9,"Major",73,0
"892","Come Back Home - From ""Purple Hearts""","Sofia Carson",2022,7,367,5.90536184805457,145,56,53,24,0,4,12,"Major",43,1
"893","El Rescate","Grupo Marca Registrada, Junior H",2022,7,527,6.26720054854136,99,79,59,28,0,14,11,"Minor",64,1
"894","Heartless","Kanye West",2008,1,17504,9.77018470522171,88,79,65,5,0,14,25,"Minor",66,0
"895","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",2022,7,3113,8.04334217044161,126,81,73,28,0,4,29,"Major",90,0
"896","Siempre Pendientes","Peso Pluma, Luis R Conriquez",2022,8,685,6.52941883826223,136,77,75,33,1,4,13,"Major",71,0
"897","JGL","Luis R Conriquez, La Adictiva",2022,2,782,6.66185474054531,113,70,59,55,0,12,27,"Major",97,0
"898","Don't You Worry","David Guetta, Shakira, Black Eyed Peas",2022,6,2442,7.80057265467065,132,82,88,20,0,3,21,"Major",49,0
"899","Pipoco","Melody, Ana Castela, Dj Chris No Beat",2022,5,1112,7.01391547481053,135,77,74,47,0,8,34,"Major",74,0
"900","Hold Me Closer","Elton John, Britney Spears",2017,11,4967,8.51057131510735,126,67,77,11,0,11,19,"Major",49,0
"901","Forget Me","Lewis Capaldi",2022,9,2520,7.83201418050547,102,67,74,30,0,4,36,"Minor",72,0
"902","After LIKE","IVE",2022,8,767,6.64248680136726,125,68,92,10,0,12,9,"Major",80,0
"903","Bound 2","Kanye West",2013,1,19806,9.89374020108125,149,37,66,14,0,5,9,"Major",28,0
"904","B.O.T.A. (Baddest Of Them All) - Edit","Interplanetary Criminal, Eliza Rose",2022,6,5153,8.54733434832822,137,74,89,24,61,5,15,"Major",71,0
"905","Talk that Talk","TWICE",2022,8,615,6.42162226780652,120,77,91,14,0,12,33,"Minor",78,0
"906","BILLIE EILISH.","Armani White",2022,1,2537,7.83873755959928,100,90,50,11,0,26,9,"Major",75,0
"907","Ferxxo 100","Feid",2022,6,1647,7.40671073017764,164,70,57,25,0,7,15,"Minor",58,0
"908","KU LO SA - A COLORS SHOW","Oxlade",2022,6,2019,7.61035761831284,93,65,66,31,0,7,22,"Minor",79,0
"909","Prohibidox","Feid",2022,9,1473,7.29505641646263,180,65,80,5,0,25,6,"Minor",52,0
"910","Static","Steve Lacy",2022,7,1613,7.38585107812521,79,34,31,43,63,7,10,"Major",22,0
"911","The Scientist","Coldplay",2002,8,30992,10.3414843856468,146,56,44,73,0,2,11,"Major",21,0
"912","Sparks","Coldplay",2000,7,10826,9.28970592735692,103,37,27,75,5,3,10,"Major",17,0
"913","Talk","YEAT",2022,9,920,6.82437367004309,140,70,76,8,0,23,54,"Minor",26,0
"914","XQ Te Pones Asï¿","Yandel, Feid",2022,9,308,5.73009978297357,92,81,70,13,0,7,15,"Major",48,0
"915","Selfish","PnB Rock",2016,6,2468,7.81116338502528,102,64,60,11,0,4,19,"Minor",4,0
"916","Sin Seï¿½ï","Ovy On The Drums, Quevedo",2022,7,1097,7.00033446027523,118,82,85,33,1,4,11,"Minor",75,0
"917","Lady Mi Amor","Feid",2022,9,330,5.79909265446053,93,78,62,6,0,6,15,"Major",75,0
"918","Poland","Lil Yachty",2022,6,1584,7.36770857237437,150,70,56,14,83,5,11,"Minor",26,0
"919","THE LONELIEST","Mï¿½ï¿½ne",2022,10,1585,7.36833968631138,130,52,60,0,0,3,8,"Major",24,0
"920","Bye Bye","Marshmello, Juice WRLD",2022,10,766,6.64118216974059,83,65,53,6,0,4,51,"Minor",24,0
"921","BABY OTAKU","Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",2022,8,836,6.7286286130847,102,84,75,5,0,8,6,"Major",43,0
"922","Nxde","(G)I-DLE",2022,10,430,6.06378520868761,136,73,91,4,0,18,48,"Minor",65,0
"923","Miss You","Southstar",1982,5,2020,7.61085279039525,145,66,58,17,0,5,19,"Major",24,0
"924","we fell in love in october","girl in red",2018,11,6858,8.83317113302287,130,57,37,11,18,3,16,"Major",24,1
"925","2 Be Loved (Am I Ready)","Lizzo",2022,7,3682,8.21121136179302,156,72,77,9,0,11,8,"Major",92,1
"926","Celestial","Ed Sheeran",2022,9,1639,7.40184157874383,123,57,85,5,0,4,16,"Major",50,0
"927","Typa Girl","BLACKPINK",2022,9,452,6.11368217983223,132,92,62,7,0,10,63,"Major",53,1
"928","I Really Want to Stay at Your House","Rosa Walton, Hallie Coggins",2020,12,668,6.50428817353665,125,49,74,0,0,4,9,"Minor",13,0
"929","California Breeze","Lil Baby",2022,10,991,6.89871453432999,162,74,67,0,0,46,11,"Minor",22,0
"930","Bamba (feat. Aitch & BIA)","Luciano, Aitch, Bï¿½",2022,9,869,6.76734312526539,138,80,81,14,0,36,13,"Major",82,0
"931","Casei Com a Putaria","MC Ryan SP, Love Funk, Mc Paiva ZS",2022,7,648,6.47389069635227,161,59,60,12,0,44,5,"Minor",62,0
"932","Major Distribution","Drake, 21 Savage",2022,11,1545,7.34277918933185,131,91,55,1,0,32,7,"Minor",23,0
"933","Pussy & Millions (feat. Travis Scott)","Drake, Travis Scott, 21 Savage",2022,11,1930,7.56527528189893,122,75,63,6,0,12,35,"Minor",45,0
"934","Vigilante Shit","Taylor Swift",2022,10,1948,7.57455848420248,80,80,28,17,0,39,12,"Minor",16,0
"935","Question...?","Taylor Swift",2022,10,1608,7.38274644973891,109,75,50,20,0,17,30,"Major",11,1
"936","On BS","Drake, 21 Savage",2022,11,1338,7.19893124068817,158,84,36,2,0,59,39,"Major",33,0
"937","Mastermind","Taylor Swift",2022,10,1936,7.56837926783652,126,66,35,55,0,14,9,"Major",12,0
"938","Circo Loco","Drake, 21 Savage",2022,11,1794,7.49220304261874,104,73,61,1,0,7,32,"Major",25,0
"939","Labyrinth","Taylor Swift",2022,10,1597,7.37588214821501,110,48,31,80,22,4,12,"Major",15,0
"940","Spin Bout U","Drake, 21 Savage",2022,11,1652,7.40974195408092,130,77,70,1,0,5,16,"Major",20,1
"941","Sweet Nothing","Taylor Swift",2022,10,1747,7.46565531013406,177,34,16,97,0,5,12,"Major",39,0
"942","Would've, Could've, Should've","Taylor Swift",2022,10,1715,7.44716835960004,158,48,84,43,0,12,15,"Major",55,1
"943","Con La Brisa","Ludwig Goransson, Foudeqush",2022,11,486,6.18620862390049,114,62,44,51,33,3,14,"Minor",25,0
"944","Privileged Rappers","Drake, 21 Savage",2022,11,1007,6.91473089271856,144,93,61,0,0,20,12,"Major",62,0
"945","The Astronaut","Jin",2022,10,481,6.17586727010576,125,54,76,0,0,3,14,"Major",22,0
"946","BackOutsideBoyz","Drake",2022,11,1045,6.95177216439891,142,85,43,4,0,32,39,"Minor",40,0
"947","Broke Boys","Drake, 21 Savage",2022,11,1060,6.96602418710611,120,64,53,1,0,27,25,"Major",11,0
"948","The Great War","Taylor Swift",2022,10,1274,7.14991683613211,96,57,74,22,0,4,8,"Major",55,0
"949","My Mind & Me","Selena Gomez",2022,11,953,6.8596149036542,144,60,39,57,0,3,8,"Major",24,0
"950","Bigger Than The Whole Sky","Taylor Swift",2022,10,1180,7.07326971745971,166,42,24,83,1,6,12,"Major",7,0
"951","A Veces (feat. Feid)","Feid, Paulo Londra",2022,11,573,6.35088571671474,92,80,67,4,0,6,8,"Major",81,0
"952","En La De Ella","Feid, Sech, Jhayco",2022,10,1320,7.18538701558042,97,82,77,8,0,5,12,"Major",67,0
"953","Alone","Burna Boy",2022,11,782,6.66185474054531,90,61,67,15,0,5,11,"Minor",32,0
